secuencial;anyo;mes;nombre_mes;dia_semana;nombre_dia_semana;hora;cod_provincia;nombre_provincia;cod_municipio;nombre_codigo_municipio;isla;nombre_isla;zona;nombre_zona;zona_agrupada;nombre_zona_agrupada;carretera;km;sentido_1f;nombre_sentido;titularidad_via;nombre_titularidad_via;tipo_via;nombre_tipo_via;tipo_accidente;nombre_tipo_accidente;total_mu24h;total_hg24h;total_hl24h;total_victimas_24h;total_mu30df;total_hg30df;total_hl30df;total_victimas_30df;total_vehiculos;tot_peat_mu24h;tot_bici_mu24h;tot_ciclo_mu24h;tot_moto_mu24h;tot_tur_mu24h;tot_furg_mu24h;tot_cam_menos3500_mu24h;tot_cam_mas3500_mu24h;tot_bus_mu24h;tot_otro_mu24h;tot_sinespecif_mu24h;tot_peat_mu30df;tot_bici_mu30df;tot_ciclo_mu30df;tot_moto_mu30df;tot_tur_mu30df;tot_furg_mu30df;tot_cam_menos3500_mu30df;tot_cam_mas3500_mu30df;tot_bus_mu30df;tot_otro_mu30df;tot_sinespecif_mu30df;nudo;nombre_nudo;nudo_info;nombre_nudo_info;carretera_cruce;priori_norma;nombre_priori_norma;priori_agente;nombre_priori_agente;priori_semaforo;nombre_priori_semaforo;priori_vert_stop;nombre_priori_vert_stop;priori_vert_ceda;nombre_priori_priori_vert_ceda;priori_horiz_stop;nombre_priori_horiz_stop;priori_horiz_ceda;nombre_priori_horiz_ceda;priori_marcas;nombre_priori_marcas;priori_pea_no_elev;nombre_priori_pea_no_elev;priori_pea_elev;nombre_priori_pea_elev;priori_marca_ciclos;nombre_priori_marca_ciclos;priori_circunstancial;nombre_priori_circunstancial;priori_otra;nombre_priori_otra;condicion_nivel_circula;nombre_condicion_nivel_circula;condicion_firme;nombre_condicion_firme;condicion_iluminacion;nombre_condicion_iluminacion;condicion_meteo;nombre_condicion_meteo;condicion_niebla;nombre_condicion_niebla;condicion_viento;nombre_condicion_viento;visib_restringida_por;nombre_visib_restringida_por;acera;nombre_acera;trazado_planta;nombre_trazado_planta;latitud;longitud;geom
90570;2016;6;Junio;1;LUNES;3;45;Toledo;45165;Talavera de la Reina;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-5;119.6;2;Descendente;1;Estatal;3;Autovía;2;Fronto-lateral                                     ;0;0;2;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;999;Sin especificar;998;No aplica;1;Recta;399.598;-4.834.432;POINT (-4.834432 39.9598)
2765;2018;2;Febrero;2;MARTES;7;3;Alicante/Alacant;3065;Elche/Elx;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;CV-853;0.3;3;Ambos;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;2;Fronto-lateral                                     ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;2;En T o Y;;0;No;0;No;0;No;0;No;0;No;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Nivel blanco;1;Seco y limpio;5;Sin luz natural y con iluminación artificial no en;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;382.655;-0.6984587;POINT (-0.6984587 38.2655)
81008;2018;8;Agosto;3;MIÉRCOLES;21;38;Santa Cruz de Tenerife;38017;Granadilla de Abona;10;Tenerife;2;Travesía;2;VÍAS URBANAS;TF-64;5.1;1;Ascendente;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;4;Por alcance                                        ;0;0;3;3;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;3;Nivel amarillo;1;Seco y limpio;2;Amanecer o atardecer, sin luz artificial;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;2.812.018;-1.657.691;POINT (-16.57691 28.12018)
15226;2017;10;Octubre;7;DOMINGO;10;8;Barcelona;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;BP-1121;11.5;4;Se desconoce;5;Otra;5;Carretera Convencional de doble calzada;3;Lateral                                            ;0;1;0;1;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;6;Se desconoce;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.160.321;183.013;POINT (1.83013 41.60321)
47271;2018;4;Abril;7;DOMINGO;17;23;Jaén;23053;Jódar;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-401;31.3;2;Descendente;2;Autonómica;6;Carretera Convencional de calzada única;13;Salida de la vía por la izquierda con despeñamiento;0;0;4;4;0;0;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;4;Configuración del terreno;998;No aplica;2;Curva señalizada;3.784.398;-3.352.545;POINT (-3.352545 37.84398)
9922;2020;9;Septiembre;5;VIERNES;16;8;Barcelona;8113;Manresa;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;C-55;35;4;Se desconoce;4;Municipal;5;Carretera Convencional de doble calzada;3;Lateral                                            ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;6;Se desconoce;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.174.549;1.805.543;POINT (1.805543 41.74549)
4789;2021;3;Marzo;2;MARTES;23;6;Badajoz;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;EX-355;3;1;Ascendente;2;Autonómica;6;Carretera Convencional de calzada única;18;Salida de la vía por la derecha con vuelco         ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;6;Sin luz natural ni artificial;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;3.910.862;-557.248;POINT (-5.57248 39.10862)
3260;2018;9;Septiembre;4;JUEVES;16;3;Alicante/Alacant;3065;Elche/Elx;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;CV-875;1.1;2;Descendente;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;2;Fronto-lateral                                     ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;2;En T o Y;;0;No;0;No;0;No;1;Sí;0;No;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;382.655;-0.6984587;POINT (-0.6984587 38.2655)
83291;2019;3;Marzo;3;MIÉRCOLES;21;39;Cantabria;39060;Reocín;;No aplica;2;Travesía;2;VÍAS URBANAS;N-634;238.4;2;Descendente;1;Estatal;6;Carretera Convencional de calzada única;7;Atropello a personas                               ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;3;Mojado;4;Sin luz natural y con iluminación artificial encen;3;Lluvia débil;;;;;1;Buena visibilidad;4;Elevada;1;Recta;4.334.273;-4.095.572;POINT (-4.095572 43.34273)
8315;2018;1;Enero;1;LUNES;5;7;Balears, Illes;7040;Palma ;1;Mallorca;1;Carretera;1;VÍAS INTERURBANAS;Ma-3011;2.1;1;Ascendente;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;16;Salida de la vía por la derecha con colisión       ;1;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;En intersección o nudo;2;En T o Y;;0;No;0;No;0;No;1;Sí;1;Sí;1;Sí;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;1;Nivel blanco;1;Seco y limpio;6;Sin luz natural ni artificial;1;Despejado;;;1;Viento fuerte;1;Buena visibilidad;998;No aplica;1;Recta;3.956.951;2.649.966;POINT (2.649966 39.56951)
11161;2017;1;Enero;4;JUEVES;9;8;Barcelona;8205;Sant Cugat del Vallès;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;B-30;3.8;4;Se desconoce;1;Estatal;1;Autopista de peaje;9;Vuelco                                             ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;999;Sin especificar;;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Sí;6;Se desconoce;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.147.186;2.082.139;POINT (2.082139 41.47186)
7077;2017;8;Agosto;7;DOMINGO;17;7;Balears, Illes;7002;Alaior;2;Menorca;1;Carretera;1;VÍAS INTERURBANAS;Me-1;13.9;2;Descendente;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;4;Por alcance                                        ;0;0;5;5;0;0;5;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;3.993.064;4.139.987;POINT (4.139987 39.93064)
80265;2019;2;Febrero;2;MARTES;15;36;Pontevedra;36059;Vila de Cruces;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;EP-6405;4.25;2;Descendente;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;18;Salida de la vía por la derecha con vuelco         ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;8;Otra;1;Luz del día natural, solar;2;Nublado;;;;;1;Buena visibilidad;998;No aplica;3;Curva sin señalizar;4.279.403;-8.170.012;POINT (-8.170012 42.79403)
40;2018;12;Diciembre;7;DOMINGO;8;1;Araba/Álava;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-2620;19.1;2;Descendente;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;11;Solo salida de la vía                              ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;4.300.238;-263.228;POINT (-2.63228 43.00238)
17106;2017;12;Diciembre;6;SÁBADO;18;8;Barcelona;8200;Sant Boi de Llobregat;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;C-245;11.1;4;Se desconoce;4;Municipal;5;Carretera Convencional de doble calzada;9;Vuelco                                             ;0;0;2;2;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;4;Glorieta;;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Sí;6;Se desconoce;1;Seco y limpio;4;Sin luz natural y con iluminación artificial encen;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.134.739;2.043.103;POINT (2.043103 41.34739)
75118;2019;10;Octubre;7;DOMINGO;13;32;Ourense;32075;San Cibrao das Viñas;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;OU-P-0000;2.4;2;Descendente;4;Municipal;6;Carretera Convencional de calzada única;7;Atropello a personas                               ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;4;Elevada;1;Recta;4.229.727;-7.873.343;POINT (-7.873343 42.29727)
12423;2016;3;Marzo;7;DOMINGO;17;8;Barcelona;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;N-340;1197;4;Se desconoce;1;Estatal;5;Carretera Convencional de doble calzada;1;Frontal                                            ;0;0;2;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;6;Se desconoce;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.124.653;158.702;POINT (1.58702 41.24653)
25990;2017;8;Agosto;5;VIERNES;16;8;Barcelona;8019;Barcelona;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;B-20;9.2;4;Se desconoce;4;Municipal;1;Autopista de peaje;20;Otro tipo de accidente                             ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;6;Se desconoce;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;1;Niebla ligera;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.138.792;2.169.919;POINT (2.169919 41.38792)
12076;2016;2;Febrero;1;LUNES;21;8;Barcelona;8114;Martorell;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;BV-1201;9;4;Se desconoce;5;Otra;5;Carretera Convencional de doble calzada;3;Lateral                                            ;0;0;2;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;6;Se desconoce;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.147.355;1.927.682;POINT (1.927682 41.47355)
67507;2017;1;Enero;5;VIERNES;15;28;Madrid;28134;San Sebastián de los Reyes;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;N-Ia;22.8;1;Ascendente;5;Otra;6;Carretera Convencional de calzada única;19;Salida de la vía por la derecha otro tipo          ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;3;Mojado;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;4.054.751;-3.626.394;POINT (-3.626394 40.54751)
62047;2020;10;Octubre;7;DOMINGO;11;42;Soria;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-2;147;1;Ascendente;1;Estatal;3;Autovía;12;Salida de la vía por la izquierda con colisión     ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;3;Mojado;1;Luz del día natural, solar;3;Lluvia débil;;;1;Viento fuerte;1;Buena visibilidad;998;No aplica;2;Curva señalizada;4.111.152;-24.451;POINT (-2.4451 41.11152)
75554;2018;8;Agosto;5;VIERNES;9;33;Asturias;33024;Gijón;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;C.S.D.;1.5;1;Ascendente;4;Municipal;6;Carretera Convencional de calzada única;16;Salida de la vía por la derecha con colisión       ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;3;Mojado;1;Luz del día natural, solar;3;Lluvia débil;;;;;1;Buena visibilidad;998;No aplica;3;Curva sin señalizar;4.323.576;-555.625;POINT (-5.55625 43.23576)
3;2017;5;Mayo;1;LUNES;8;1;Araba/Álava;1002;Amurrio;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;AP-68;23;1;Ascendente;1;Estatal;1;Autopista de peaje;2;Fronto-lateral                                     ;0;1;1;2;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;2;Nivel verde;3;Mojado;1;Luz del día natural, solar;2;Nublado;;;;;1;Buena visibilidad;998;No aplica;3;Curva sin señalizar;4.305.265;-3.001.022;POINT (-3.001022 43.05265)
48491;2020;11;Noviembre;5;VIERNES;19;29;Málaga;29094;Vélez-Málaga;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-356;1;2;Descendente;2;Autonómica;6;Carretera Convencional de calzada única;2;Fronto-lateral                                     ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;2;En T o Y;;0;No;0;No;0;No;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;2;Nivel verde;1;Seco y limpio;4;Sin luz natural y con iluminación artificial encen;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;3.677.864;-4.100.675;POINT (-4.100675 36.77864)
90719;2017;10;Octubre;6;SÁBADO;6;46;Valencia/València;46070;Bétera;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-7;317.5;1;Ascendente;1;Estatal;3;Autovía;4;Por alcance                                        ;0;0;2;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;6;Sin luz natural ni artificial;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;3.956.345;-0.3406455;POINT (-0.3406455 39.56345)
46606;2018;6;Junio;5;VIERNES;16;22;Huesca;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-1213;2.95;2;Descendente;2;Autonómica;6;Carretera Convencional de calzada única;18;Salida de la vía por la derecha con vuelco         ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;2;En T o Y;;0;No;0;No;0;No;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;2;Nivel verde;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;4.207.713;-0.38368;POINT (-0.38368 42.07713)
95965;2019;5;Mayo;7;DOMINGO;11;48;Bizkaia;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;BI-630;40.5;2;Descendente;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;20;Otro tipo de accidente                             ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;2;En T o Y;;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;4.324.192;-323.832;POINT (-3.23832 43.24192)
66303;2016;11;Noviembre;5;VIERNES;18;28;Madrid;28096;Navalcarnero;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-5;27.55;1;Ascendente;1;Estatal;3;Autovía;7;Atropello a personas                               ;1;0;0;1;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;2;Nivel verde;3;Mojado;6;Sin luz natural ni artificial;3;Lluvia débil;;;;;1;Buena visibilidad;1;No;1;Recta;4.028.781;-4.013.766;POINT (-4.013766 40.28781)
44213;2018;3;Marzo;6;SÁBADO;10;20;Gipuzkoa;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;N-634;22.9;2;Descendente;3;Provincial, Cabildo/Consell;4;Vía para automóviles;4;Por alcance                                        ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;2;Edificios;998;No aplica;3;Curva sin señalizar;4.330.361;-220.751;POINT (-2.20751 43.30361)
33280;2020;6;Junio;1;LUNES;10;25;Lleida;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;L-200;8.5;4;Se desconoce;4;Municipal;5;Carretera Convencional de doble calzada;2;Fronto-lateral                                     ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;1;En X o +;;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Sí;6;Se desconoce;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.155.891;0.88381;POINT (0.88381 41.55891)
26267;2020;1;Enero;6;SÁBADO;8;16;Cuenca;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-3;89.6;1;Ascendente;1;Estatal;3;Autovía;4;Por alcance                                        ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;6;Deslumbramiento por sol;998;No aplica;1;Recta;3.997.058;-294.584;POINT (-2.94584 39.97058)
96676;2019;3;Marzo;6;SÁBADO;8;48;Bizkaia;48082;Santurtzi;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;N-644;132.1;1;Ascendente;3;Provincial, Cabildo/Consell;8;Ramal de enlace;10;Caída                                              ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;8;Otra;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;4.332.871;-3.031.772;POINT (-3.031772 43.32871)
